platform_code,station_date,latitude,longitude,dac
5906036,2025-02-12 22:39:25,-31.5235,48.3489,AO
5906491,2025-02-12 22:40:30,-29.083,-24.567,AO
5906251,2025-02-12 22:44:17,-45.954,154.425,AO
3902489,2025-02-12 22:46:40,8.14474,-17.32479,IF
5906896,2025-02-12 22:47:02,-40.28934,-141.92479,AO
5907099,2025-02-12 22:52:00,-76.04997,-30.98733,IF
5905485,2025-02-12 22:56:07,9.8441,166.628,CS
3902467,2025-02-12 22:57:30,37.85776,8.54734,IF
5906896,2025-02-12 23:05:01,-40.29051,-141.92494,AO
7900896,2025-02-12 23:05:49,-61.6023,140.0858,CS
1902347,2025-02-12 23:07:16,-0.156,-179.158,JA
5906958,2025-02-12 23:07:26,35.71642,175.50353,AO
7902145,2025-02-12 23:10:05,-69.05,-17.2787,AO
5906522,2025-02-12 23:15:27,38.2592,142.8206,AO
7900801,2025-02-12 23:19:56,-70.55539,176.88131,AO
7902205,2025-02-12 23:25:11,-54.63957,172.73551,AO
7901137,2025-02-12 23:28:21,-52.46591,99.21768,AO
2903441,2025-02-12 23:30:21,-39.3666,-88.5148,AO
1902725,2025-02-12 23:31:41,-56.9329,-49.8461,BO
4903481,2025-02-12 23:33:58,10.16745,-24.32065,AO
4903510,2025-02-12 23:39:35,41.73951,-152.03948,AO
6903003,2025-02-12 23:42:30,-3.04293,-90.54912,IF
6903002,2025-02-12 23:43:30,-1.477,-81.36312,IF
1901910,2025-02-12 23:47:13,1.6582,83.7937,BO
5906119,2025-02-12 23:48:21,-33.15482,-155.93011,AO
5906075,2025-02-12 23:48:31,-41.473,-155.58,AO
3902504,2025-02-12 23:49:30,-22.09964,-82.14087,IF
7900845,2025-02-12 23:53:44,-10.155,-109.211,AO
4902704,2025-02-12 23:59:00,-73.48634,-173.23758,ME
7900919,2025-02-12 23:59:54,-60.93822,122.21753,CS
5905203,2025-02-13 00:00:50,-42.9412,141.6891,CS
5902468,2025-02-13 00:02:42,-51.55806,-108.28869,AO
1902740,2025-02-13 00:03:00,45.97188,-1.65499,IF
5905787,2025-02-13 00:04:19,-53.56315,-155.19707,AO
1902086,2025-02-13 00:07:43,-48.5911,-18.224,BO
6904122,2025-02-13 00:11:20,20.76678,-25.04106,IF
2902878,2025-02-13 00:12:33,40.39803,143.64288,HZ
5905787,2025-02-13 00:14:27,-53.56425,-155.19645,AO
4903015,2025-02-13 00:18:48,44.46267,-132.47858,AO
6904125,2025-02-13 00:20:20,23.71445,-19.49356,IF
7900966,2025-02-13 00:21:19,-67.7845,77.68526,CS
5905574,2025-02-13 00:21:51,-29.3377,166.2318,CS
5906554,2025-02-13 00:22:28,-63.7512,-122.8175,AO
7900542,2025-02-13 00:25:20,15.06483,-21.50687,IF
1902216,2025-02-13 00:26:39,-56.84441,109.60607,AO
5906804,2025-02-13 00:32:46,28.8809,-176.5063,AO
1901765,2025-02-13 00:36:10,-24.2407,68.0422,CS
7900804,2025-02-13 00:37:00,-39.17862,-43.77578,AO
6900893,2025-02-13 00:42:20,12.04014,-50.52143,IF
7900512,2025-02-13 00:45:00,-45.7753,119.48833,IF
5905649,2025-02-13 00:45:50,-10.259,157.098,AO
7900534,2025-02-13 00:46:20,-4.35601,-25.409,IF
6904077,2025-02-13 00:48:20,-46.096,44.40042,IF
7900577,2025-02-13 00:49:20,-58.77767,72.08581,IF
1902220,2025-02-13 00:50:28,-28.8442,-6.79967,AO
5905968,2025-02-13 00:51:05,-21.992,158.991,AO
6900892,2025-02-13 00:51:20,3.10508,-42.73384,IF
6904066,2025-02-13 00:52:20,-46.38965,65.59513,IF
5906755,2025-02-13 00:58:47,9.39694,-147.20054,AO
2903468,2025-02-13 00:59:18,-18.3301,97.0393,AO
3901307,2025-02-13 01:02:02,1.0422,-112.9656,AO
7900830,2025-02-13 01:03:38,-42.3037,-145.4682,AO
5902518,2025-02-13 01:08:12,11.19915,126.52477,AO
6903045,2025-02-13 01:12:30,-40.06019,73.7154,IF
2903447,2025-02-13 01:14:32,30.82138,-19.99615,AO
3902367,2025-02-13 01:16:21,2.8222,-137.6406,AO
5906288,2025-02-13 01:22:17,-36.124,59.164,AO
4903395,2025-02-13 01:22:58,-0.3819,-124.5798,AO
4903650,2025-02-13 01:26:20,-52.5473,39.6733,IF
5906979,2025-02-13 01:30:20,-58.1403,50.74259,IF
1902683,2025-02-13 01:31:39,55.23608,19.65761,IF
1901770,2025-02-13 01:33:20,-40.74473,65.42777,CS
7902207,2025-02-13 01:34:39,-56.52979,177.15594,AO
5906092,2025-02-13 01:35:27,-39.7124,-156.9365,AO
3902279,2025-02-13 01:42:17,21.8887,-132.9156,AO
6903779,2025-02-13 01:43:20,38.68485,14.25258,IF
5906255,2025-02-13 01:44:04,-33.648,160.34,AO
7902124,2025-02-13 01:48:51,-28.1827,35.4846,AO
5906948,2025-02-13 01:55:25,40.54709,-174.47526,AO
6902991,2025-02-13 01:55:30,-27.85388,-38.47453,IF
4902658,2025-02-13 01:56:00,-18.78081,-1.18718,ME
6901938,2025-02-13 01:58:30,60.23827,-6.41569,BO
5906591,2025-02-13 02:08:35,18.203,-174.1587,AO
5906869,2025-02-13 02:18:39,-4.04977,-129.12092,AO
7900650,2025-02-13 02:19:34,-66.41703,-178.82318,CS
5906650,2025-02-13 02:25:23,-19.70079,179.08098,CS
3902208,2025-02-13 02:28:03,-13.3742,-27.312,AO
5906350,2025-02-13 02:29:47,0.1494,138.9018,AO
5906937,2025-02-13 02:34:31,46.78171,-176.80012,AO
1902683,2025-02-13 02:36:22,55.23608,19.65761,IF
7901017,2025-02-13 02:48:20,38.75476,24.22128,IF
2903946,2025-02-13 02:48:57,-42.23721,-53.16254,AO
1901750,2025-02-13 02:49:07,-58.08462,116.77814,CS
5904198,2025-02-13 02:49:59,-45.17675,-13.59828,AO
4903484,2025-02-13 02:59:33,-23.9617,-83.53005,AO
5905448,2025-02-13 03:05:44,-56.0659,-120.7769,CS
5906423,2025-02-13 03:08:23,-32.41613,165.00072,AO
5906703,2025-02-13 03:09:14,-11.71554,-176.89573,AO
4902986,2025-02-13 03:09:25,41.758,-150.386,JA
5906327,2025-02-13 03:10:45,-1.381,-90.682,AO
2903943,2025-02-13 03:17:00,-55.5676,-50.5131,BO
4903471,2025-02-13 03:21:15,27.06742,-89.41213,AO
3902006,2025-02-13 03:22:19,42.62799,30.78797,IF
3902607,2025-02-13 03:24:40,55.74421,18.68845,IF
3902254,2025-02-13 03:27:11,-21.25772,-90.13128,AO
2903436,2025-02-13 03:27:16,-40.85768,44.59771,AO
4902626,2025-02-13 03:28:00,-4.8914,43.40862,ME
4902352,2025-02-13 03:28:46,22.15149,-96.68089,AO
3902203,2025-02-13 03:40:38,-15.00113,-27.39809,AO
5905744,2025-02-13 03:41:53,29.2716,-157.5651,AO
4903633,2025-02-13 03:42:30,-31.77785,60.3663,IF
5906363,2025-02-13 03:43:26,4.1079,-123.5209,AO
3902342,2025-02-13 03:45:09,22.3467,-177.6481,AO
7902049,2025-02-13 03:45:58,-31.15,-109.188,AO
4903549,2025-02-13 03:46:03,27.6786,-86.84804,AO
4903327,2025-02-13 03:49:38,13.8318,-115.2309,AO
5905549,2025-02-13 03:55:20,-13.74893,79.59682,CS
5906108,2025-02-13 03:55:54,-38.83748,-147.83018,AO
4903034,2025-02-13 03:57:41,50.1867,-179.8931,AO
4903018,2025-02-13 04:01:05,32.38483,-152.90365,AO
5906796,2025-02-13 04:02:56,26.2416,-138.2888,AO
3902607,2025-02-13 04:03:00,55.74421,18.68845,IF
7900649,2025-02-13 04:04:35,-58.80278,-118.35416,CS
1902434,2025-02-13 04:05:34,0.04898,-6.61224,AO
5906827,2025-02-13 04:08:04,-4.224,-131.583,AO
5906204,2025-02-13 04:10:35,-42.782,18.592,AO
5906108,2025-02-13 04:16:27,-38.8395,-147.82995,AO
6902878,2025-02-13 04:21:00,4.085,-36.60705,IF
7900984,2025-02-13 04:29:24,-61.47438,-24.92066,IF
3902000,2025-02-13 04:29:30,33.50904,-28.95395,IF
4903352,2025-02-13 04:34:13,21.14916,-63.20708,AO
3902001,2025-02-13 04:34:30,33.34977,-61.30083,IF
3901798,2025-02-13 04:35:15,-14.17525,-126.2773,AO
6990621,2025-02-13 04:38:20,-67.59946,71.02336,IF
1902305,2025-02-13 04:44:12,3.27632,-24.13356,AO
3902631,2025-02-13 04:47:20,33.13173,28.96058,IF
5905154,2025-02-13 04:50:37,-27.017,-110.257,AO
5905426,2025-02-13 04:50:42,-59.6864,-174.3211,CS
5905743,2025-02-13 04:51:21,33.3868,-161.6689,AO
4903008,2025-02-13 04:51:46,30.78064,-139.29238,AO
2903869,2025-02-13 04:52:58,-29.3719,49.2007,AO
5907119,2025-02-13 04:56:23,-30.00341,-108.24141,AO
1902575,2025-02-13 05:05:30,42.59868,35.95084,IF
7900683,2025-02-13 05:07:42,-67.15407,158.2817,AO
4902992,2025-02-13 05:11:27,49.463,-153.645,JA
5906817,2025-02-13 05:11:54,-3.8147,146.7372,AO
5906592,2025-02-13 05:14:31,16.3997,-170.2332,AO
7902172,2025-02-13 05:26:20,-69.05966,-17.27029,IF
7902010,2025-02-13 05:26:49,39.8172,-157.75,AO
3902333,2025-02-13 05:28:55,61.3555,-52.4559,AO
2903772,2025-02-13 05:29:20,22.57339,-22.88627,IF
5905305,2025-02-13 05:30:49,17.7028,-169.3409,AO
3902161,2025-02-13 05:32:42,1.45625,-22.7748,AO
4902579,2025-02-13 05:33:00,48.75755,-44.89992,ME
3902588,2025-02-13 05:35:00,39.6953,-9.98147,IF
5905489,2025-02-13 05:36:45,8.8944,163.9726,CS
2902801,2025-02-13 05:36:47,5.626,154.355,HZ
6904080,2025-02-13 05:37:20,-53.15974,16.93248,IF
2902820,2025-02-13 05:37:32,12.849,160.911,HZ
5905567,2025-02-13 05:38:20,-33.79448,156.65908,CS
3902580,2025-02-13 05:43:30,-76.3341,173.10878,IF
1902206,2025-02-13 05:45:22,-15.41,-12.38797,AO
1902693,2025-02-13 05:46:03,-7.2866,58.409,AO
5906262,2025-02-13 05:46:38,-30.669,94.725,AO
7902252,2025-02-13 05:47:20,-72.98887,-73.18592,BO
3902152,2025-02-13 05:47:21,-11.6693,-25.5365,AO
2903726,2025-02-13 05:48:29,41.789,168.657,JA
4903578,2025-02-13 05:48:56,39.0809,-154.0926,AO
5905569,2025-02-13 05:49:20,-30.35963,158.39557,CS
4903740,2025-02-13 05:51:31,53.12758,-11.93789,IF
5905283,2025-02-13 05:52:18,56.9729,-179.0098,AO
2903749,2025-02-13 05:54:08,43.083,156.384,JA
2903747,2025-02-13 05:56:05,32.483,154.354,JA
5905595,2025-02-13 05:57:20,-51.96349,116.18117,CS
7901096,2025-02-13 05:57:53,-3.227,-85.287,AO
5906175,2025-02-13 05:58:02,-5.8349,-168.489,AO
2903724,2025-02-13 06:01:46,27.402,135.297,JA
5906096,2025-02-13 06:03:21,13.2093,-175.0243,AO
4903498,2025-02-13 06:03:28,42.4309,163.6641,AO
7901113,2025-02-13 06:04:00,-35.76291,19.63483,IF
6990637,2025-02-13 06:05:00,46.85902,-4.33869,IF
5907190,2025-02-13 06:05:08,45.22861,-57.39188,IF
7901091,2025-02-13 06:11:30,55.18349,19.90004,IF
5905785,2025-02-13 06:17:06,-61.55157,-88.78689,AO
5906259,2025-02-13 06:32:43,-42.683,153.479,AO
2903962,2025-02-13 06:39:03,-61.77422,165.2719,AO
5905785,2025-02-13 06:39:18,-61.55047,-88.78355,AO
1902430,2025-02-13 06:40:35,-7.95264,8.08657,AO
4903834,2025-02-13 06:44:16,-59.7399,-55.1342,BO
4903298,2025-02-13 06:47:23,6.6184,179.8615,AO
7902209,2025-02-13 06:48:09,-56.517,179.53449,AO
3902681,2025-02-13 06:54:00,63.09953,-13.8564,BO
1902663,2025-02-13 06:58:00,42.92516,-58.12988,IF
2902904,2025-02-13 06:58:19,39.77466,161.36667,HZ
1902647,2025-02-13 06:59:34,-49.799,-136.0135,AO
3902190,2025-02-13 07:03:51,-27.78213,-104.58527,AO
4903350,2025-02-13 07:06:46,13.85357,-74.27921,AO
5906404,2025-02-13 07:22:59,7.05614,-111.31854,AO
3902292,2025-02-13 07:28:13,-19.77564,-103.46982,AO
1902457,2025-02-13 07:29:26,5.3931,67.6039,AO
5905781,2025-02-13 07:31:25,-63.07213,-88.49836,AO
4903581,2025-02-13 07:32:45,30.671,-158.214,AO
1902250,2025-02-13 07:33:32,-19.9752,69.95347,AO
7900913,2025-02-13 07:34:02,-67.82147,35.19486,CS
5905732,2025-02-13 07:34:25,20.3232,-149.6905,AO
7902194,2025-02-13 07:34:30,54.82526,15.93027,IF
7900823,2025-02-13 07:35:07,-72.2596,-177.0171,AO
5906344,2025-02-13 07:37:08,3.0169,165.313,AO
3902561,2025-02-13 07:42:07,15.7974,-149.3961,AO
5906131,2025-02-13 07:45:03,-25.46787,-145.78258,AO
5906413,2025-02-13 07:48:19,-50.35313,-162.83319,AO
3902340,2025-02-13 07:48:52,19.768,-176.4286,AO
5902489,2025-02-13 07:49:49,-20.74517,103.17583,AO
5907026,2025-02-13 07:50:52,-48.20331,-144.73965,AO
2903148,2025-02-13 07:59:24,-6.95286,72.78349,AO
3902395,2025-02-13 07:59:54,23.912,165.543,JA
6903263,2025-02-13 08:01:30,39.58906,19.13776,IF
6903139,2025-02-13 08:06:30,12.17869,46.24545,IF
5906413,2025-02-13 08:07:03,-50.35228,-162.83252,AO
6901988,2025-02-13 08:07:30,-47.32946,8.372,IF
3902681,2025-02-13 08:09:00,63.10159,-13.85917,BO
7900571,2025-02-13 08:20:20,59.9117,-28.05191,IF
5906871,2025-02-13 08:21:27,0.19442,-138.05381,AO
5906476,2025-02-13 08:22:10,4.7057,-149.6196,AO
5906101,2025-02-13 08:24:46,13.2899,-172.7801,AO
3902579,2025-02-13 08:30:07,57.23876,20.0208,IF
4903286,2025-02-13 08:37:11,45.0998,-150.8387,AO
5905647,2025-02-13 08:42:59,-20.262,171.309,AO
5904938,2025-02-13 08:43:30,-0.2821,-106.8513,AO
3901952,2025-02-13 08:44:30,23.84272,-46.98405,BO
5906987,2025-02-13 08:49:20,-51.40173,46.02756,IF
3901956,2025-02-13 08:49:30,-11.15074,-17.78768,BO
5906184,2025-02-13 08:53:39,56.0629,179.1535,AO
3902241,2025-02-13 08:56:43,-20.81459,-28.58327,AO
5905427,2025-02-13 09:03:58,-32.6313,65.2104,CS
5906280,2025-02-13 09:05:42,-12.365,87.203,AO
5906821,2025-02-13 09:09:27,8.7924,169.7548,AO
1902454,2025-02-13 09:13:02,1.9529,58.4279,AO
6904118,2025-02-13 09:14:44,-42.82939,66.26501,IF
4903209,2025-02-13 09:15:03,29.2035,-168.5019,AO
5905783,2025-02-13 09:16:09,-53.48554,-21.71365,AO
2903864,2025-02-13 09:16:39,-45.0068,112.4718,AO
4903561,2025-02-13 09:18:25,19.20415,-75.45303,AO
5907114,2025-02-13 09:28:04,-13.26027,166.2319,AO
7900648,2025-02-13 09:28:51,-65.3,-94.39913,CS
5905666,2025-02-13 09:34:19,-15.516,-161.66,AO
5906393,2025-02-13 09:44:24,37.216,158.236,JA
5906388,2025-02-13 09:44:34,22.373,125.227,JA
4902518,2025-02-13 09:45:00,30.48248,-65.76776,ME
6903064,2025-02-13 09:47:30,39.27472,4.6557,IF
1902435,2025-02-13 09:47:51,-2.27644,-22.88154,AO
3901284,2025-02-13 09:48:44,-29.8402,-80.5128,AO
5906974,2025-02-13 09:49:20,-14.97248,0.24122,IF
6903151,2025-02-13 09:50:30,-29.08911,73.79533,IF
5905287,2025-02-13 09:53:08,49.6416,-157.803,AO
5906391,2025-02-13 10:01:05,30.696,129.358,JA
5906090,2025-02-13 10:01:45,9.627,-100.9564,AO
5906392,2025-02-13 10:06:03,17.634,127.35,JA
1902344,2025-02-13 10:07:08,15.714,123.908,JA
5906312,2025-02-13 10:07:37,-49.2615,-39.2712,AO
1902650,2025-02-13 10:10:15,-55.7129,88.274,AO
7902130,2025-02-13 10:13:03,-23.6226,87.7154,AO
6903563,2025-02-13 10:15:30,70.05711,16.47486,IF
5905304,2025-02-13 10:24:12,0.2615,163.4813,AO
6904079,2025-02-13 10:31:20,-60.92778,18.30633,IF
6990528,2025-02-13 10:34:00,43.44647,8.4618,IF
5906990,2025-02-13 10:44:00,38.94672,3.31852,IF
6903141,2025-02-13 10:45:30,24.35177,60.30345,IF
6903140,2025-02-13 10:46:30,23.34181,63.38583,IF
6903138,2025-02-13 10:50:30,8.50892,52.53162,IF
5905208,2025-02-13 10:54:14,-38.0794,161.6634,CS
4903299,2025-02-13 10:54:43,22.5969,-121.14,AO
5906233,2025-02-13 10:56:37,-32.72,-7.684,AO
2903141,2025-02-13 11:01:35,-5.77416,73.00718,AO
7900846,2025-02-13 11:06:40,-14.4431,-105.073,AO
5906809,2025-02-13 11:07:37,12.49266,178.62103,AO
6904111,2025-02-13 11:09:00,49.78774,-26.73975,IF
1902347,2025-02-13 11:09:24,-0.153,-179.123,JA
3901684,2025-02-13 11:10:54,15.18734,-55.12628,IF
4903668,2025-02-13 11:12:00,42.28107,-42.70752,IF
5902450,2025-02-13 11:17:05,-50.45504,170.21907,AO
4903579,2025-02-13 11:20:41,37.539,-148.441,AO
6990526,2025-02-13 11:21:00,58.90925,-51.66891,IF
2903763,2025-02-13 11:21:05,46.66,170.793,JA
5906918,2025-02-13 11:22:22,-59.23757,-178.08987,AO
5905121,2025-02-13 11:24:27,-32.509,-96.683,AO
5906718,2025-02-13 11:25:51,4.43019,161.54556,AO
5906409,2025-02-13 11:27:47,-62.6048,-107.98985,AO
4903017,2025-02-13 11:28:02,33.5948,-157.42781,AO
2902803,2025-02-13 11:28:19,9.224,151.101,HZ
7900527,2025-02-13 11:28:20,43.30803,-19.72698,IF
1902602,2025-02-13 11:30:00,66.91763,-5.35439,IF
6903828,2025-02-13 11:30:00,35.39032,21.66353,IF
7901028,2025-02-13 11:32:41,69.43098,11.87369,IF
7902178,2025-02-13 11:34:44,-46.02259,11.71861,IF
2902818,2025-02-13 11:34:58,15.596,138.849,HZ
6904069,2025-02-13 11:35:20,-56.09064,50.5233,IF
2903794,2025-02-13 11:36:34,69.15084,-1.35315,IF
7902043,2025-02-13 11:37:38,-39.999,-86.265,AO
7900864,2025-02-13 11:38:38,-62.035,117.047,JA
7902253,2025-02-13 11:40:00,-70.98244,-11.86931,IF
4903285,2025-02-13 11:41:19,42.6297,-158.1064,AO
5906918,2025-02-13 11:41:32,-59.23609,-178.08712,AO
6990636,2025-02-13 11:44:27,57.17862,-32.2307,IF
4903026,2025-02-13 11:46:57,37.62794,-126.38138,AO
2902808,2025-02-13 11:48:34,4.825,162.694,HZ
3901301,2025-02-13 11:52:53,5.4646,-96.3383,AO
1902391,2025-02-13 11:57:06,3.20311,-22.80282,AO
7902222,2025-02-13 11:57:30,-60.382,-59.88639,IF
2903755,2025-02-13 12:00:12,23.524,139.774,JA
1902286,2025-02-13 12:01:32,4.6493,65.1943,AO
1902697,2025-02-13 12:03:00,46.19113,-2.55276,IF
6990528,2025-02-13 12:03:00,43.44614,8.4596,IF
5906990,2025-02-13 12:03:00,38.94696,3.32092,IF
3902554,2025-02-13 12:09:54,-37.775,44.3437,AO
2903863,2025-02-13 12:11:54,17.8,-165.0031,AO
4903766,2025-02-13 12:16:09,13.97673,-75.13564,AO
1902422,2025-02-13 12:16:43,-12.67685,-1.41218,AO
7900905,2025-02-13 12:21:23,-59.88787,140.66209,CS
6903565,2025-02-13 12:24:30,74.56428,33.0344,IF
5906915,2025-02-13 12:29:50,-58.98591,174.68394,AO
5905484,2025-02-13 12:36:59,4.6926,175.0209,CS
6903828,2025-02-13 12:42:00,35.3923,21.66141,IF
3901797,2025-02-13 12:53:04,-12.43659,-121.33804,AO
4903332,2025-02-13 12:54:02,8.27719,-50.68388,AO
5906915,2025-02-13 12:54:30,-58.98587,174.68348,AO
7900694,2025-02-13 13:00:20,-71.19859,-171.24698,CS
5906849,2025-02-13 13:03:14,0.3556,140.6698,AO
1902692,2025-02-13 13:03:28,12.44036,-89.02898,IF
7900503,2025-02-13 13:07:03,-28.193,3.854,IF
6990681,2025-02-13 13:08:43,-70.96411,-11.81252,IF
1902103,2025-02-13 13:10:09,-53.3346,18.7411,BO
4903022,2025-02-13 13:10:36,29.91577,-177.93482,AO
6903589,2025-02-13 13:18:30,78.49191,97.25892,IF
7902011,2025-02-13 13:18:44,38.6978,-162.0342,AO
5905241,2025-02-13 13:23:42,-32.7334,-142.03535,AO
5906573,2025-02-13 13:34:09,-11.222,-107.6739,AO
7901127,2025-02-13 13:47:09,7.7,91.88333,IN
7902210,2025-02-13 13:47:33,-60.50307,177.23387,AO
4903544,2025-02-13 13:48:07,26.99244,-86.75721,AO
5906988,2025-02-13 13:50:20,-42.45766,36.3512,IF
6990615,2025-02-13 13:53:10,-10.03333,70.33333,IN
6990609,2025-02-13 13:53:18,9.06667,89.98333,IN
3901789,2025-02-13 13:53:43,-20.4035,-96.28765,AO
6990611,2025-02-13 13:54:03,21.91667,65.88333,IN
2903954,2025-02-13 13:58:49,2.35,82.35,IN
7900938,2025-02-13 13:59:48,-63.79647,162.66069,CS
1902524,2025-02-13 14:01:59,-49.03803,130.99377,AO
1902374,2025-02-13 14:06:51,51.66277,-168.49046,AO
1902674,2025-02-13 14:08:25,-6.65,70.4,IN
5907138,2025-02-13 14:08:55,1.66667,85.05,IN
2902887,2025-02-13 14:09:51,28.07585,144.45299,HZ
5905115,2025-02-13 14:21:15,-27.35,-150.461,AO
7900969,2025-02-13 14:24:20,-59.75572,144.48081,CS
3902371,2025-02-13 14:25:28,11.9354,175.4453,AO
2903428,2025-02-13 14:33:22,24.53194,173.10947,AO
7902256,2025-02-13 14:34:04,-64.04303,168.21856,AO
1902095,2025-02-13 14:37:19,-43.5208,-44.0217,BO
5905470,2025-02-13 14:38:47,-35.5943,118.8682,CS
5905845,2025-02-13 14:39:34,13.442,134.564,JA
4903780,2025-02-13 14:40:20,-67.39487,79.70702,IF
5904817,2025-02-13 14:40:58,-44.467,-170.144,AO
5906831,2025-02-13 14:41:42,-71.38301,-156.41772,AO
3902396,2025-02-13 14:46:13,23.077,164.537,JA
5904818,2025-02-13 14:49:19,-57.745,-162.045,AO
3902342,2025-02-13 14:57:44,22.3472,-177.6194,AO
5906221,2025-02-13 15:00:45,-62.173,142.19,AO
6903820,2025-02-13 15:05:20,40.0697,9.92224,IF
4903841,2025-02-13 15:08:14,-71.05249,-11.99363,IF
5906702,2025-02-13 15:11:50,-7.92255,168.84141,AO
4903615,2025-02-13 15:11:53,29.74,145.358,JA
7900638,2025-02-13 15:13:38,-73.68957,-32.92444,CS
5902471,2025-02-13 15:13:39,-64.11806,-114.22708,AO
5904790,2025-02-13 15:16:17,-39.151,139.201,AO
4903614,2025-02-13 15:19:34,34.046,141.899,JA
6903256,2025-02-13 15:24:30,-59.52224,0.66179,IF
5906360,2025-02-13 15:26:06,-51.11523,-126.58092,AO
7902018,2025-02-13 15:27:20,21.937,165.218,AO
4903795,2025-02-13 15:30:20,-77.26323,-159.53166,IF
2902884,2025-02-13 15:34:30,12.7163,128.4729,HZ
7900879,2025-02-13 15:38:56,30.332,160.181,JA
5907104,2025-02-13 15:40:20,-76.66727,-158.9897,IF
4902557,2025-02-13 15:43:00,60.35643,-39.61225,ME
5907091,2025-02-13 15:46:20,-76.4452,-159.27226,IF
7901010,2025-02-13 15:46:30,-35.27924,-50.50689,IF
3902556,2025-02-13 15:47:16,-14.5261,-81.9583,AO
1902302,2025-02-13 15:47:58,19.49111,-36.34148,AO
4903712,2025-02-13 15:48:00,29.40223,-14.12057,IF
4902593,2025-02-13 15:56:00,51.663,-45.5298,ME
4902592,2025-02-13 16:03:00,41.60965,-50.4109,ME
6990604,2025-02-13 16:08:44,-48.53214,-147.06601,AO
5906137,2025-02-13 16:10:38,-32.57509,177.10981,AO
1902436,2025-02-13 16:18:48,1.39528,-31.44328,AO
